timeseg,chrom,region,ID,Name,fullname,EntrezGene
Timepoint 3 --> 4,3L,3L:23832959-23979490,FBgn0058470,CG40470,,3355093
Timepoint 3 --> 4,3L,3L:6926030-6927939,FBgn0035718,CG14820,,38754
Timepoint 3 --> 4,3L,3L:9797560-9801813,FBgn0044328,CG32052,,326184
Timepoint 3 --> 4,3L,3L:9809170-9827447,FBgn0053205,CG33205,,39153
Timepoint 3 --> 4,3L,3L:9818799-9821003,FBgn0052050,CG32050,,39154
Timepoint 3 --> 4,3L,3L:9832195-9848379,FBgn0004390,Gap1,GTPase-activating protein 1,39158
Timepoint 3 --> 4,3L,3L:9936247-9958704,FBgn0085385,CG34356,,5740442
Timepoint 3 --> 4,3L,3L:9967719-10034408,FBgn0040823,dpr6,dpr6,50296
Timepoint 3 --> 4,3R,3R:9991101-10040532,FBgn0011582,DopR,Dopamine receptor,41726
Timepoint 3 --> 4,3R,3R:10046281-10047306,FBgn0053109,CG33109,,326258
Timepoint 3 --> 4,3R,3R:998392-1043147,FBgn0259212,cno,canoe,40620
Timepoint 3 --> 4,3R,3R:10147101-10152404,FBgn0038223,CG8538,,41744
Timepoint 3 --> 4,3R,3R:10155862-10198673,FBgn0024321,NK7.1,NK7.1,41747
Timepoint 3 --> 4,3R,3R:10217402-10307410,FBgn0086901,cv-c,crossveinless c,41749
Timepoint 3 --> 4,3R,3R:10392302-10393148,FBgn0051313,CG31313,,318677
Timepoint 3 --> 4,3R,3R:10402941-10433804,FBgn0020299,stumps,stumps,41770
Timepoint 3 --> 4,3R,3R:10435371-10444709,FBgn0038246,CG14853,,41771
Timepoint 3 --> 4,3R,3R:1043473-1045168,FBgn0037296,Prosbeta2R2,Proteasome beta2R2 subunit,40621
Timepoint 3 --> 4,3R,3R:1047354-1049197,FBgn0037298,CG2604,,40623
Timepoint 3 --> 4,3R,3R:1053011-1057940,FBgn0040208,katanin-60,katanin 60,53566
Timepoint 3 --> 4,3R,3R:1063373-1077468,FBgn0260462,CG12163,,40628
Timepoint 3 --> 4,3R,3R:1081166-1082423,FBgn0037305,CG12173,,40630
Timepoint 3 --> 4,3R,3R:105906-128309,FBgn0041605,cpx,complexin,64877
Timepoint 3 --> 4,3R,3R:1082763-1094197,FBgn0086689,Hph,HIF prolyl hydroxylase,40633
Timepoint 3 --> 4,3R,3R:1084058-1088414,FBgn0037307,Tim17a2,Tim17a2,40632
Timepoint 3 --> 4,3R,3R:10882195-10902927,FBgn0038282,dpr9,dpr9,2768670
Timepoint 3 --> 4,3R,3R:10967562-10973329,FBgn0038293,CG6904,,41823
Timepoint 3 --> 4,3R,3R:1096943-1176165,FBgn0013576,l(3)82Fd,l(3)82Fd,45467
Timepoint 3 --> 4,3R,3R:11011773-11016964,FBgn0038295,Gyc88E,Guanylyl cyclase at 88E,41825
Timepoint 3 --> 4,3R,3R:11022332-11028796,FBgn0260659,CG42542,,8674000
Timepoint 3 --> 4,3R,3R:11491908-11513658,FBgn0053207,pxb,pxb,41899
Timepoint 3 --> 4,3R,3R:11591968-11593160,FBgn0038357,CG5623,,41904
Timepoint 3 --> 4,3R,3R:11605527-11606814,FBgn0038359,CG5614,,41906
Timepoint 3 --> 4,3R,3R:11615195-11618294,FBgn0000246,c(3)G,crossover suppressor on 3 of Gowen,47765
Timepoint 3 --> 4,3R,3R:11746635-11758614,FBgn0038385,CG4221,,41935
Timepoint 3 --> 4,3R,3R:11758422-11759456,FBgn0038386,CG5478,,41936
Timepoint 3 --> 4,3R,3R:11760822-11787847,FBgn0013334,Sap47,Synapse-associated protein 47kD,41938
Timepoint 3 --> 4,3R,3R:11775923-11776665,FBgn0051088,CG31088,,318590
Timepoint 3 --> 4,3R,3R:11787889-11789571,FBgn0038388,CG4287,,41939
Timepoint 3 --> 4,3R,3R:11791173-11793860,FBgn0038390,Rbf2,Retinoblastoma-family protein 2,41941
Timepoint 3 --> 4,3R,3R:11799020-11809173,FBgn0022787,Hel89B,Helicase 89B,41943
Timepoint 3 --> 4,3R,3R:11811923-11829803,FBgn0003507,srp,serpent,41944
Timepoint 3 --> 4,3R,3R:1184585-1194027,FBgn0037315,Cerk,Ceramide kinase,40640
Timepoint 3 --> 4,3R,3R:11851819-11866639,FBgn0003117,pnr,pannier,44849
Timepoint 3 --> 4,3R,3R:11894245-11924483,FBgn0026059,Mhcl,Myosin heavy chain-like,41955
Timepoint 3 --> 4,3R,3R:1203815-1218587,FBgn0001311,kkv,krotzkopf verkehrt,45884
Timepoint 3 --> 4,3R,3R:1219650-1222910,FBgn0037321,CG1172,,40647
Timepoint 3 --> 4,3R,3R:1240275-1283322,FBgn0037326,CG14669,,40652
Timepoint 3 --> 4,3R,3R:12656838-12748481,FBgn0262906,msa,male specific abdominal,NA
Timepoint 3 --> 4,3R,3R:12804161-12807905,FBgn0015011,Ahcy89E,Adenosylhomocysteinase 89E,42043
Timepoint 3 --> 4,3R,3R:1284285-1290472,FBgn0037327,PEK,pancreatic eIF-2alpha kinase,40653
Timepoint 3 --> 4,3R,3R:12898453-12899517,FBgn0038474,mRpS11,mitochondrial ribosomal protein S11,42061
Timepoint 3 --> 4,3R,3R:12899661-12905665,FBgn0038475,Keap1,Keap1,42062
Timepoint 3 --> 4,3R,3R:12905955-12910503,FBgn0038476,kuk,kugelkern,42063
Timepoint 3 --> 4,3R,3R:12917255-12948404,FBgn0014141,cher,cheerio,42066
Timepoint 3 --> 4,3R,3R:12952848-12953923,FBgn0051269,CG31269,,318653
Timepoint 3 --> 4,3R,3R:1315227-1328424,FBgn0051547,CG31547,,40663
Timepoint 3 --> 4,3R,3R:1334544-1349046,FBgn0010399,Nmdar1,NMDA receptor 1,40665
Timepoint 3 --> 4,3R,3R:1342862-1364584,FBgn0010051,Itp-r83A,Inositol 1%2C4%2C5%2C-tris-phosphate receptor,40664
Timepoint 3 --> 4,3R,3R:1365225-1373490,FBgn0037336,CG2519,,40666
Timepoint 3 --> 4,3R,3R:1390593-1393157,FBgn0037341,CG12746,,40672
Timepoint 3 --> 4,3R,3R:1427155-1428909,FBgn0037347,CG1427,,40681
Timepoint 3 --> 4,3R,3R:1442368-1449803,FBgn0044823,Spec2,Spec2,3772539
Timepoint 3 --> 4,3R,3R:1447834-1449810,FBgn0037350,CG2911,,40686
Timepoint 3 --> 4,3R,3R:1453574-1457755,FBgn0051551,CG31551,,318795
Timepoint 3 --> 4,3R,3R:1464809-1474459,FBgn0027951,MTA1-like,MTA1-like,40693
Timepoint 3 --> 4,3R,3R:14754918-14803810,FBgn0261262,CG42613,,42269
Timepoint 3 --> 4,3R,3R:1474787-1478351,FBgn0262125,sec23,sec23,40694
Timepoint 3 --> 4,3R,3R:1481952-1485631,FBgn0037360,CG2182,,40697
Timepoint 3 --> 4,3R,3R:1486359-1491168,FBgn0046222,CG1109,,40698
Timepoint 3 --> 4,3R,3R:14870604-14920076,FBgn0004876,cdi,center divider,42289
Timepoint 3 --> 4,3R,3R:145412-152096,FBgn0037234,CG9795,,40545
Timepoint 3 --> 4,3R,3R:1490861-1495051,FBgn0010772,Xe7,Xe7,40699
Timepoint 3 --> 4,3R,3R:14922958-14957661,FBgn0038679,CG6040,,42292
Timepoint 3 --> 4,3R,3R:1495435-1505652,FBgn0037363,CG1347,,40700
Timepoint 3 --> 4,3R,3R:1505776-1511148,FBgn0037364,Rab23,Rab23,40701
Timepoint 3 --> 4,3R,3R:1511854-1538559,FBgn0261261,plx,pollux,40704
Timepoint 3 --> 4,3R,3R:15128453-15151935,FBgn0000463,Dl,Delta,42313
Timepoint 3 --> 4,3R,3R:1517547-1519008,FBgn0037365,CG2104,,40702
Timepoint 3 --> 4,3R,3R:15194717-15228870,FBgn0086613,Ino80,Ino80,42314
Timepoint 3 --> 4,3R,3R:15229177-15232016,FBgn0038704,CG5316,,42322
Timepoint 3 --> 4,3R,3R:15238416-15286033,FBgn0051221,CG31221,,42325
Timepoint 3 --> 4,3R,3R:15286810-15421117,FBgn0260003,Dys,Dystrophin,42327
Timepoint 3 --> 4,3R,3R:15426357-15428351,FBgn0038715,CG7333,,42334
Timepoint 3 --> 4,3R,3R:1538664-1543022,FBgn0004878,cas,castor,44018
Timepoint 3 --> 4,3R,3R:15429097-15432197,FBgn0038716,CG7342,,42335
Timepoint 3 --> 4,3R,3R:15439103-15441506,FBgn0038719,CG16727,,42338
Timepoint 3 --> 4,3R,3R:15441746-15458440,FBgn0038720,CG6231,,42339
Timepoint 3 --> 4,3R,3R:15490818-15496549,FBgn0038727,CG7432,,42347
Timepoint 3 --> 4,3R,3R:15556681-15601162,FBgn0024963,GluClalpha,GluClalpha,42350
Timepoint 3 --> 4,3R,3R:1559263-1560424,FBgn0037368,CG1239,,40706
Timepoint 3 --> 4,3R,3R:15619795-15662539,FBgn0014135,bnl,branchless,42356
Timepoint 3 --> 4,3R,3R:15724548-15729411,FBgn0038745,CG4538,,42369
Timepoint 3 --> 4,3R,3R:15747466-15751093,FBgn0038752,CG4462,,42376
Timepoint 3 --> 4,3R,3R:15752044-15754366,FBgn0038753,CG4459,,42377
Timepoint 3 --> 4,3R,3R:1580654-1584699,FBgn0262603,sec8,sec8,40712
Timepoint 3 --> 4,3R,3R:15755436-15834244,FBgn0038755,Hs6st,Heparan sulfate 6-O-sulfotransferase,42380
Timepoint 3 --> 4,3R,3R:1584402-1606798,FBgn0027608,CG2082,,40713
Timepoint 3 --> 4,3R,3R:16030531-16071195,FBgn0083975,CG34139,,42402
Timepoint 3 --> 4,3R,3R:16033923-16035513,FBgn0038775,CG17199,,42401
Timepoint 3 --> 4,3R,3R:1605031-1607030,FBgn0037374,jagn,jagunal,40714
Timepoint 3 --> 4,3R,3R:1607484-1613187,FBgn0037375,kat-60L1,katanin p60-like 1,40715
Timepoint 3 --> 4,3R,3R:16078492-16128194,FBgn0262582,cic,capicua,53560
Timepoint 3 --> 4,3R,3R:16129800-16130676,FBgn0038783,CG4367,,42409
Timepoint 3 --> 4,3R,3R:16135263-16149918,FBgn0261550,CG42668,,42411
Timepoint 3 --> 4,3R,3R:1613059-1615106,FBgn0037376,CG2051,,40716
Timepoint 3 --> 4,3R,3R:1620426-1624348,FBgn0037379,CG10979,,40720
Timepoint 3 --> 4,3R,3R:16204718-16310273,FBgn0262869,mun,munin,4379858
Timepoint 3 --> 4,3R,3R:1628050-1634499,FBgn0037380,CG11000,,40721
Timepoint 3 --> 4,3R,3R:16378111-16383403,FBgn0067783,att-ORFA,alternative testis transcripts open reading frame A,42429
Timepoint 3 --> 4,3R,3R:1636277-1638980,FBgn0051555,CG31555,,318799
Timepoint 3 --> 4,3R,3R:163482-165640,FBgn0037235,CG1103,,40547
Timepoint 3 --> 4,3R,3R:161143-165287,FBgn0037236,CG9772,,40548
Timepoint 3 --> 4,3R,3R:1639544-1644545,FBgn0261561,CG42675,,40722
Timepoint 3 --> 4,3R,3R:16418881-16438262,FBgn0023097,bon,bonus,44235
Timepoint 3 --> 4,3R,3R:16447665-16454637,FBgn0001169,H,Hairless,42445
Timepoint 3 --> 4,3R,3R:16514740-16540263,FBgn0024944,Oamb,Octopamine receptor in mushroom bodies,43982
Timepoint 3 --> 4,3R,3R:16561342-16563260,FBgn0004107,cdc2c,cdc2c,42453
Timepoint 3 --> 4,3R,3R:1655784-1657507,FBgn0037385,glob3,globin 3,40726
Timepoint 3 --> 4,3R,3R:1657350-1664504,FBgn0037386,CG1208,,40727
Timepoint 3 --> 4,3R,3R:16582451-16631963,FBgn0038826,CG17838,,42460
Timepoint 3 --> 4,3R,3R:16636525-16641923,FBgn0038827,Fancd2,Fancd2,2768674
Timepoint 3 --> 4,3R,3R:16650378-16656337,FBgn0027493,CG17273,,42466
Timepoint 3 --> 4,3R,3R:16656914-16658186,FBgn0051223,CG31223,,326127
Timepoint 3 --> 4,3R,3R:1666908-1672290,FBgn0037387,CG1213,,40728
Timepoint 3 --> 4,3R,3R:16703458-16704164,FBgn0044809,TotZ,Turandot Z,117459
Timepoint 3 --> 4,3R,3R:16727716-16733987,FBgn0038840,CG5621,,42476
Timepoint 3 --> 4,3R,3R:16740023-16754935,FBgn0038842,CG5630,,42478
Timepoint 3 --> 4,3R,3R:16734935-16771252,FBgn0051191,CG31191,,42477
Timepoint 3 --> 4,3R,3R:1675416-1682033,FBgn0029088,disp,dispatched,44274
Timepoint 3 --> 4,3R,3R:16774436-16801022,FBgn0002921,Atpalpha,Na pump alpha subunit,48971
Timepoint 3 --> 4,3R,3R:16803998-16840182,FBgn0013995,Calx,Na/Ca-exchange protein,42481
Timepoint 3 --> 4,3R,3R:1683799-1688133,FBgn0037391,CG2017,,40733
Timepoint 3 --> 4,3R,3R:16908758-16923527,FBgn0038853,RhoGAP93B,RhoGAP93B,42496
Timepoint 3 --> 4,3R,3R:1688587-1765245,FBgn0083949,CG34113,,4379844
Timepoint 3 --> 4,3R,3R:16963992-16966087,FBgn0250820,CG5802,,42510
Timepoint 3 --> 4,3R,3R:16966463-17038409,FBgn0025803,SNF4Agamma,SNF4/AMP-activated protein kinase gamma subunit,42515
Timepoint 3 --> 4,3R,3R:17073026-17090856,FBgn0038874,ETHR,ETHR,42523
Timepoint 3 --> 4,3R,3R:17177331-17203121,FBgn0002781,mod(mdg4),modifier of mdg4,49228
Timepoint 3 --> 4,3R,3R:17194102-17195052,FBgn0261844,pre-mod(mdg4)-V,,10178950
Timepoint 3 --> 4,3R,3R:17959557-18121848,FBgn0051163,SKIP,Shal K[+] channel interacting protein,42601
Timepoint 3 --> 4,3R,3R:18124538-18130142,FBgn0038938,CG7084,,42606
Timepoint 3 --> 4,3R,3R:18135203-18149816,FBgn0263117,CG34377,,50058
Timepoint 3 --> 4,3R,3R:18191802-18193095,FBgn0038951,CG5380,,42619
Timepoint 3 --> 4,3R,3R:18193234-18198464,FBgn0003178,PyK,Pyruvate kinase,42620
Timepoint 3 --> 4,3R,3R:18198557-18201301,FBgn0038952,CG7069,,42621
Timepoint 3 --> 4,3R,3R:18201667-18205681,FBgn0038953,CG18596,,42622
Timepoint 3 --> 4,3R,3R:18266023-18272254,FBgn0038968,CG12499,,42637
Timepoint 3 --> 4,3R,3R:18273762-18286472,FBgn0085405,CG34376,,42638
Timepoint 3 --> 4,3R,3R:18294258-18309680,FBgn0038975,Nrx-1,Neurexin 1,42646
Timepoint 3 --> 4,3R,3R:18357896-18365639,FBgn0038983,CG5326,,42655
Timepoint 3 --> 4,3R,3R:18384583-18388293,FBgn0038986,CG5278,,42658
Timepoint 3 --> 4,3R,3R:18407749-18408950,FBgn0024558,Dph5,Diphthamide methyltransferase,42663
Timepoint 3 --> 4,3R,3R:18439486-18442164,FBgn0051159,EF-G2,Elongation Factor G2,42670
Timepoint 3 --> 4,3R,3R:18465530-18491109,FBgn0261572,CG42686,,42674
Timepoint 3 --> 4,3R,3R:18492483-18508401,FBgn0039000,CG6954,,42676
Timepoint 3 --> 4,3R,3R:18589682-18591891,FBgn0039024,CG4721,,42701
Timepoint 3 --> 4,3R,3R:18576614-18619752,FBgn0039026,CG7029,,42703
Timepoint 3 --> 4,3R,3R:18576614-18602096,FBgn0039025,CG7023,,42702
Timepoint 3 --> 4,3R,3R:185604-192577,FBgn0037238,CG1090,,40551
Timepoint 3 --> 4,3R,3R:1902526-1904005,FBgn0037399,Or83c,Odorant receptor 83c,40744
Timepoint 3 --> 4,3R,3R:1914951-1926609,FBgn0026077,Gasp,Gasp,40745
Timepoint 3 --> 4,3R,3R:1935402-1936740,FBgn0046876,Obp83ef,Odorant-binding protein 83ef,40747
Timepoint 3 --> 4,3R,3R:1975838-1982949,FBgn0051559,CG31559,,40749
Timepoint 3 --> 4,3R,3R:207032-212741,FBgn0037240,Cont,Contactin,40553
Timepoint 3 --> 4,3R,3R:2104253-2108217,FBgn0037419,Osi12,Osiris 12,40766
Timepoint 3 --> 4,3R,3R:212967-215535,FBgn0003882,tub,tube,40554
Timepoint 3 --> 4,3R,3R:216097-217833,FBgn0037241,CG14646,,40555
Timepoint 3 --> 4,3R,3R:2174965-2176234,FBgn0037436,Hr83,Hormone receptor 83,40783
Timepoint 3 --> 4,3R,3R:21808735-21821459,FBgn0015269,Nf1,Neurofibromin 1,43149
Timepoint 3 --> 4,3R,3R:2194676-2196837,FBgn0037439,CG10286,,40786
Timepoint 3 --> 4,3R,3R:2196748-2199747,FBgn0037440,CG1041,,40787
Timepoint 3 --> 4,3R,3R:2200197-2203070,FBgn0260766,CG42564,,40788
Timepoint 3 --> 4,3R,3R:2206181-2208326,FBgn0010282,TfIIFalpha,Transcription factor IIFalpha,40790
Timepoint 3 --> 4,3R,3R:2208633-2214026,FBgn0037442,CG10277,,40791
Timepoint 3 --> 4,3R,3R:2214884-2231613,FBgn0037443,CG1021,,40792
Timepoint 3 --> 4,3R,3R:2232579-2273729,FBgn0261972,gpp,grappa,40793
Timepoint 3 --> 4,3R,3R:228771-232914,FBgn0037245,growl,growl,40559
Timepoint 3 --> 4,3R,3R:23792730-23814089,FBgn0003890,betaTub97EF,beta-Tubulin at 97EF,43359
Timepoint 3 --> 4,3R,3R:23852334-23911484,FBgn0085391,CG34362,,43362
Timepoint 3 --> 4,3R,3R:24243926-24298931,FBgn0039584,beat-VI,beat-VI,43377
Timepoint 3 --> 4,3R,3R:24310279-24311720,FBgn0039585,CG1894,,43378
Timepoint 3 --> 4,3R,3R:24406805-24410834,FBgn0000659,fkh,fork head,43383
Timepoint 3 --> 4,3R,3R:24433653-24460785,FBgn0039590,CG10011,,43387
Timepoint 3 --> 4,3R,3R:2487149-2504312,FBgn0002522,lab,labial,40817
Timepoint 3 --> 4,3R,3R:248205-255051,FBgn0037248,Spargel,Spargel,40562
Timepoint 3 --> 4,3R,3R:25415792-25416628,FBgn0051041,CG31041,,318567
Timepoint 3 --> 4,3R,3R:25518313-25522747,FBgn0039683,dmrt99B,doublesex-Mab related 99B,43495
Timepoint 3 --> 4,3R,3R:2533518-2567785,FBgn0051481,pb,proboscipedia,40826
Timepoint 3 --> 4,3R,3R:25592497-25619838,FBgn0001297,kay,kayak,3772082
Timepoint 3 --> 4,3R,3R:25604995-25606453,FBgn0039694,fig,fos intronic gene,43511
Timepoint 3 --> 4,3R,3R:25644834-25651522,FBgn0039704,neo,neyo,43523
Timepoint 3 --> 4,3R,3R:25653003-25660823,FBgn0039705,CG31033,,326115
Timepoint 3 --> 4,3R,3R:25667379-25680421,FBgn0039709,Cad99C,Cad99C,43528
Timepoint 3 --> 4,3R,3R:25776518-25795169,FBgn0004622,Takr99D,Tachykinin-like receptor at 99D,43551
Timepoint 3 --> 4,3R,3R:25809174-25816514,FBgn0039728,CG7896,,43552
Timepoint 3 --> 4,3R,3R:2581564-2585199,FBgn0000166,bcd,bicoid,40830
Timepoint 3 --> 4,3R,3R:259715-261897,FBgn0037250,CG1074,,40564
Timepoint 3 --> 4,3R,3R:263150-267050,FBgn0037252,CG14650,,40566
Timepoint 3 --> 4,3R,3R:2648842-2675703,FBgn0003339,Scr,Sex combs reduced,40833
Timepoint 3 --> 4,3R,3R:267137-288605,FBgn0051522,CG31522,,40567
Timepoint 3 --> 4,3R,3R:2721975-2824950,FBgn0260642,Antp,Antennapedia,40835
Timepoint 3 --> 4,3R,3R:291139-304828,FBgn0051523,CG31523,,326148
Timepoint 3 --> 4,3R,3R:2969209-2970017,FBgn0261702,CR42738,,10178776
Timepoint 3 --> 4,3R,3R:2969481-2969978,FBgn0037477,CG14610,,40856
Timepoint 3 --> 4,3R,3R:2970465-2977001,FBgn0037478,CG2656,,40857
Timepoint 3 --> 4,3R,3R:2988551-3009424,FBgn0002306,sas,stranded at second,40861
Timepoint 3 --> 4,3R,3R:3099460-3135119,FBgn0259172,rn,rotund,40879
Timepoint 3 --> 4,3R,3R:310763-313185,FBgn0037255,Fip1,,40569
Timepoint 3 --> 4,3R,3R:3232504-3235106,FBgn0037501,Ir84a,Ionotropic receptor 84a,40891
Timepoint 3 --> 4,3R,3R:3397848-3465156,FBgn0083963,CG34127,,40912
Timepoint 3 --> 4,3R,3R:319126-383789,FBgn0085386,CG34357,,5740349
Timepoint 3 --> 4,3R,3R:3483971-3520596,FBgn0051146,Nlg1,Neuroligin 1,40913
Timepoint 3 --> 4,3R,3R:359017-359662,FBgn0051526,CG31526,,318783
Timepoint 3 --> 4,3R,3R:3616363-3619221,FBgn0037517,CG10086,,40920
Timepoint 3 --> 4,3R,3R:3640083-3680507,FBgn0085413,CG34384,,5740362
Timepoint 3 --> 4,3R,3R:367078-368937,FBgn0037260,Mur82C,Mucin related 82C,40574
Timepoint 3 --> 4,3R,3R:3750045-3793130,FBgn0000504,dsx,doublesex,40940
Timepoint 3 --> 4,3R,3R:403661-404366,FBgn0052945,CG32945,,318261
Timepoint 3 --> 4,3R,3R:4045863-4047910,FBgn0037553,CG18249,,40964
Timepoint 3 --> 4,3R,3R:4069781-4073577,FBgn0064126,CG33722,,3772658
Timepoint 3 --> 4,3R,3R:4069781-4073577,FBgn0042182,CG18749,,3771984
Timepoint 3 --> 4,3R,3R:4143895-4159514,FBgn0003129,Poxm,Pox meso,40990
Timepoint 3 --> 4,3R,3R:4204893-4303315,FBgn0262729,CG31369,,50003
Timepoint 3 --> 4,3R,3R:4210766-4213924,FBgn0051462,CG31462,,326143
Timepoint 3 --> 4,3R,3R:4389848-4394970,FBgn0086697,Cenp-C,Cenp-C,41014
Timepoint 3 --> 4,3R,3R:4403927-4452743,FBgn0261929,CG42796,,41016
Timepoint 3 --> 4,3R,3R:438597-459026,FBgn0087012,5-HT2,Serotonin receptor 2,40575
Timepoint 3 --> 4,3R,3R:4600008-4626898,FBgn0261015,Pif1A,PFTAIRE-interacting factor 1A,8674049
Timepoint 3 --> 4,3R,3R:4600008-4618269,FBgn0046874,Pif1B,PFTAIRE-interacting factor 1B,3771985
Timepoint 3 --> 4,3R,3R:4653200-4757599,FBgn0262614,pyd,polychaetoid,41062
Timepoint 3 --> 4,3R,3R:4846068-4865189,FBgn0002932,neur,neuralized,41085
Timepoint 3 --> 4,3R,3R:485305-530979,FBgn0051531,CG31531,,40583
Timepoint 3 --> 4,3R,3R:4890901-4892025,FBgn0037661,Ada,Adenosine deaminase,41092
Timepoint 3 --> 4,3R,3R:4893300-5063417,FBgn0003165,pum,pumilio,41094
Timepoint 3 --> 4,3R,3R:5079267-5080405,FBgn0037666,CR16735,,41099
Timepoint 3 --> 4,3R,3R:5120690-5154227,FBgn0037676,CG8861,,41109
Timepoint 3 --> 4,3R,3R:515673-516330,FBgn0053927,CG33927,,3771851
Timepoint 3 --> 4,3R,3R:5193321-5220265,FBgn0000723,Fps85D,Fps oncogene analog,41118
Timepoint 3 --> 4,3R,3R:5320525-5322445,FBgn0043791,CG8147,,41135
Timepoint 3 --> 4,3R,3R:5363876-5377528,FBgn0037705,mura,murashka,41145
Timepoint 3 --> 4,3R,3R:5373826-5377528,FBgn0260722,CR42549,,8674102
Timepoint 3 --> 4,3R,3R:5377765-5379469,FBgn0037707,RnpS1,RNA-binding protein S1,41147
Timepoint 3 --> 4,3R,3R:5379418-5381111,FBgn0037708,CG9386,,41148
Timepoint 3 --> 4,3R,3R:5391946-5394911,FBgn0037712,CG16789,,41154
Timepoint 3 --> 4,3R,3R:5394796-5395936,FBgn0037713,CG16790,,41155
Timepoint 3 --> 4,3R,3R:5396133-5397345,FBgn0037714,CG9396,,41156
Timepoint 3 --> 4,3R,3R:5397633-5399927,FBgn0037715,CG9399,,41157
Timepoint 3 --> 4,3R,3R:5400206-5403506,FBgn0027338,Kap-alpha3,karyopherin alpha3,41158
Timepoint 3 --> 4,3R,3R:5408237-5408944,FBgn0053654,CG33654,,3771825
Timepoint 3 --> 4,3R,3R:5407034-5412370,FBgn0037717,CG8301,,41160
Timepoint 3 --> 4,3R,3R:5412661-5415303,FBgn0037718,P58IPK,P58IPK,41161
Timepoint 3 --> 4,3R,3R:5477292-5499539,FBgn0037726,CG9492,,41171
Timepoint 3 --> 4,3R,3R:545520-557598,FBgn0027570,Nep2,Neprilysin 2,40588
Timepoint 3 --> 4,3R,3R:5597517-5600142,FBgn0037750,Whamy,,41198
Timepoint 3 --> 4,3R,3R:5646236-5646913,FBgn0262104,CG42857,,10178851
Timepoint 3 --> 4,3R,3R:5653580-5693842,FBgn0037766,Teh1,tipE homolog 1,41215
Timepoint 3 --> 4,3R,3R:560134-574777,FBgn0026620,tacc,transforming acidic coiled-coil protein,40589
Timepoint 3 --> 4,3R,3R:5700403-5821086,FBgn0263097,Glut4EF,Glucose transporter 4 enhancer factor,41217
Timepoint 3 --> 4,3R,3R:576129-598807,FBgn0051530,CG31530,,40590
Timepoint 3 --> 4,3R,3R:5823261-5826036,FBgn0037772,Spn85F,Serpin 85F,41221
Timepoint 3 --> 4,3R,3R:5825491-5826998,FBgn0037773,CG5359,,41222
Timepoint 3 --> 4,3R,3R:5827276-5868543,FBgn0053208,Mical,Molecule interacting with CasL,41225
Timepoint 3 --> 4,3R,3R:5952523-5965492,FBgn0004889,tws,twins,47877
Timepoint 3 --> 4,3R,3R:5966283-5969896,FBgn0037792,CG6241,,41242
Timepoint 3 --> 4,3R,3R:5970421-5984858,FBgn0086359,Invadolysin,Invadolysin,49580
Timepoint 3 --> 4,3R,3R:5996878-6015315,FBgn0037796,CG12814,,41246
Timepoint 3 --> 4,3R,3R:603219-606053,FBgn0037275,CG14655,,40594
Timepoint 3 --> 4,3R,3R:606842-610444,FBgn0037276,CG17387,,40595
Timepoint 3 --> 4,3R,3R:6158893-6163995,FBgn0037810,sle,slender lobes,41262
Timepoint 3 --> 4,3R,3R:6188233-6203790,FBgn0020379,Rfx,Rfx,41266
Timepoint 3 --> 4,3R,3R:612767-637788,FBgn0260794,CG42574,,40596
Timepoint 3 --> 4,3R,3R:6228689-6233016,FBgn0037814,CG6325,,41268
Timepoint 3 --> 4,3R,3R:6335569-6464386,FBgn0001235,hth,homothorax,41273
Timepoint 3 --> 4,3R,3R:6501281-6502892,FBgn0037818,CG6465,,41274
Timepoint 3 --> 4,3R,3R:6522369-6524698,FBgn0037822,CG14683,,41278
Timepoint 3 --> 4,3R,3R:6522240-6529038,FBgn0020385,pug,pugilist,41279
Timepoint 3 --> 4,3R,3R:655633-656235,FBgn0037283,CG14658,,40603
Timepoint 3 --> 4,3R,3R:6563314-6576950,FBgn0004841,Takr86C,Tachykinin-like receptor at 86C,41286
Timepoint 3 --> 4,3R,3R:6582018-6585113,FBgn0051272,CG31272,,326130
Timepoint 3 --> 4,3R,3R:6619849-6629631,FBgn0037836,CG14692,,41298
Timepoint 3 --> 4,3R,3R:6637303-6640769,FBgn0037837,CG14693,,41299
Timepoint 3 --> 4,3R,3R:6676815-6680144,FBgn0037842,CG6567,,41304
Timepoint 3 --> 4,3R,3R:6675545-6677510,FBgn0259740,CG42394,,7354424
Timepoint 3 --> 4,3R,3R:678535-695709,FBgn0003002,opa,odd paired,40605
Timepoint 3 --> 4,3R,3R:6819205-6875525,FBgn0083950,CG34114,,4379854
Timepoint 3 --> 4,3R,3R:6940393-6941428,FBgn0037860,CG6629,,41324
Timepoint 3 --> 4,3R,3R:6962899-6965467,FBgn0037862,CG4706,,41326
Timepoint 3 --> 4,3R,3R:6982822-6985469,FBgn0040259,Ugt86Da,Ugt86Da,53510
Timepoint 3 --> 4,3R,3R:6990145-6991796,FBgn0040253,Ugt86Dg,Ugt86Dg,53504
Timepoint 3 --> 4,3R,3R:6994219-6995955,FBgn0026314,Ugt35b,UDP-glycosyltransferase 35b,41333
Timepoint 3 --> 4,3R,3R:6996539-6998386,FBgn0026315,Ugt35a,UDP-glycosyltransferase 35a,41334
Timepoint 3 --> 4,3R,3R:6999163-7001130,FBgn0040250,Ugt86Dj,Ugt86Dj,53501
